,ms name,language,date,contents
414,Beinecke Syriac MS 9,"Armenian, Syriac",Unknown,['Syriac-Armenian Lexicon']
415,Biblioteca Medica Laurenziana: Orientali 457,"Arabic, Persian, Syriac, Turkish","1,771 CE","['Fragments of Syriac, Arabic, Persian, and Turkish']"
416,Biblioteca Medica Laurenziana: Orientali 458,"Arabic, Garshuni, Latin, Syriac","1,771 CE","['George Amira,\xa0Grammar']"
417,Biblioteca Medica Laurenziana: Orientali 460,"Arabic, Latin, Syriac",Unknown,['Assorted fragmentary works']
418,Biblioteca Medica Laurenziana: Orientali 465,"Armenian, Syriac",Unknown,"['Calendar and partial Breviary (Armenian)', 'Fragmentary Syriac Psalter']"
419,Biblioteca Medica Laurenziana: Orientali 467,Syriac,"1,698 CE","['f. 1r-43v Chaldean Missal', 'f. 45r Selected readings from the gospels']"
420,Biblioteca Medica Laurenziana: Plutei 1.12,Syriac,"1,318 CE",['Ancient Syriac\xa0Psalter and versicles (note that this text aligns neither with the Peshitta nor Syrohexapla)']
421,Biblioteca Medica Laurenziana: Plutei 1.40,Syriac,727 CE,['The Four Gospels']
422,Biblioteca Medica Laurenziana: Plutei 1.52,"Hebrew, Syriac (in Hebrew script)","1,300 CE","['Book of Job, Esdras, and the history of Antioch']"
423,Biblioteca Medicea Laurenziana: Orientali 10,Syriac,"1,612 CE","[""Bar Hebraeus ['Ebroyo], the Cream of Wisdom (ܟܬܒܐ ܕܚܘܬ ܚܟܡܬܐ) – Fourth Book [Part 2]""]"
424,Biblioteca Medicea Laurenziana: Orientali 100,Syriac,"1,636 CE","['Elijah of Nisibis, Grammar']"
425,Biblioteca Medicea Laurenziana: Orientali 107c,"Arabic, Syriac","1,584 CE","['Order of the Mass (Syriac Rite, Western)', 'Hymns, antiphones, and responses in the daily office and feasts', 'Ecclesiastical calendar', 'Rabbula, Bishop of Edessa, 10 songs on the Virgin Mary, bearer of God', 'Dionysius bar Salibi\nHomily on the Passion of our Lord Jesus Christ', 'Homily on the Passion of our Lord Jesus Christ']"
426,Biblioteca Medicea Laurenziana: Orientali 126,"Arabic, Italian, Latin, Syriac",Unknown,"['Elijah of Nisibis, Nomenclator Syro-Arabicus']"
427,Biblioteca Medicea Laurenziana: Orientali 13,"Arabic, Latin, Syriac","1,600 CE",['Peshitta Pentateuch and Joshua (with Latin translation and Arabic notation)']
428,Biblioteca Medicea Laurenziana: Orientali 136d,"Arabic, Latin, Syriac","1,592 CE","['Bar Hebraeus, Metrical Grammar']"
429,Biblioteca Medicea Laurenziana: Orientali 14,"Arabic, Syriac","1,600 CE",['Peshitta of Judges-1 Chronicles (with Arabic notation)']
430,Biblioteca Medicea Laurenziana: Orientali 174a,Syriac,"1,592 CE","['Assemani 183\nf. 1r-18r Isagoge\nf. 19r-26v Peri Hermeneias, first part', 'f. 1r-18r Isagoge', 'f. 19r-26v Peri Hermeneias, first part', 'Assemani 184\nf. 30r-60r Peri Hermeneias, second part', 'f. 30r-60r Peri Hermeneias, second part']"
431,Biblioteca Medicea Laurenziana: Orientali 174b,Syriac,"1,592 CE","['Assemani 183\nf. 1r-18r Isagoge\nf. 19r-26v Peri Hermeneias, first part', 'f. 1r-18r Isagoge', 'f. 19r-26v Peri Hermeneias, first part', 'Assemani 184\nf. 30r-60r Peri Hermeneias, second part', 'f. 30r-60r Peri Hermeneias, second part']"
432,Biblioteca Medicea Laurenziana: Orientali 2,"Arabic, Syriac","1,635 CE","[""Abū 'l-Hasani Joshua bar-Bahlūl Lexicon Syriacum (First volume)""]"
433,Biblioteca Medicea Laurenziana: Orientali 208,"Arabic, Syriac","1,292 CE","['Gregory bar Hebraeus, Book of Grammar']"
434,Biblioteca Medicea Laurenziana: Orientali 209a,Syriac,"1,585 CE","['f. 9v-20r Porphyry, Isagoge', 'f. 20v-21r List of the works of Aristotle', 'f. 21r/v Life of Aristotle', 'f. 21c-50r Aristotle, Categories (from the translation of Jacob of Edessa)', 'f. 50r-72r Commentary on the Isagoge']"
435,Biblioteca Medicea Laurenziana: Orientali 230,"Arabic, Garshuni, Syriac","1,277 CE","['Bar Hebraeus, Storehouse of Mysteries\nf. 2v title\nf. 3r-27r Genesis\nf. 27r-38r Exodus\nf. 38r-43r Leviticus\nf. 43r-50r Numbers\nf. 50r-54v Deuteronomy\nf. 55r/v Chronological tables of the patriarchs from Adam to Moses\nf. 66r-59r Joshua\nf. 59r-63v Judges\nf. 63v-72v Samuel\nf. 72v-73r Chronological tables of Judges from Joshua to Sau\nf. 73v-89r Psalms (I)\nf. 89r-101r Psalms (II)\nf. 101r-105v Psalms (III)\nf. 106r-109v Psalms (IV)\nf. 109v-118r Psalms (V)\nf. 118r-129r Kings\nf. 129v-130r Chronological tables of the kings of Judah\nf. 130r-134r Proverbs\nf. 134r-136v Sirach\nf. 136v-138r Qohelet\nf. 138v-140v Song of Songs\nf. 141r Wisdom of Solomon\nf. 141r/v Ruth\nf. 141v-142r Susanna\nf. 142r-146v Job\nf. 146v-154v Isaiah\nf. 154v-163r\xa0The Twelve\nf. 163r-167v Jeremiah\nf. 167v-172v Ezekiel\nf. 172r-176r Daniel\nf. 176r/v Bel\nf. 176v Dragon\nf. 176v-177v Chronological tables of the seventy weeks and of the story from Nebuchadnezzar to Vespasian\nf. 178r-200v Matthew\nf. 200v-205r Mark\nf. 205r-218v Luke\nf. 218v-225v John\nf. 225v-232r Acts\nf. 232r-233r James\nf. 233r-233v 1 Peter\nf. 233v-234r 1 John\nf. 234r-237r Romans\nf. 237v-241r 1 Corinthians\nf. 241r-242v 2 Corinthians\nf. 242v-243v Galatians\nf. 243v-244v Ephesians\nf. 244v-245r Philippians\nf. 245r-245v Colossians\nf. 245v-246r 1 Thessalonians\nf. 246r 2 Thessalonians\nf. 246r-247r\xa01 Timothy\nf. 247r-v 2 Timothy\nf. 248r Titus\nf. 248r Philemon\nf. 248r-249v Hebrews', 'f. 2v title', 'f. 3r-27r Genesis', 'f. 27r-38r Exodus', 'f. 38r-43r Leviticus', 'f. 43r-50r Numbers', 'f. 50r-54v Deuteronomy', 'f. 55r/v Chronological tables of the patriarchs from Adam to Moses', 'f. 66r-59r Joshua', 'f. 59r-63v Judges', 'f. 63v-72v Samuel', 'f. 72v-73r Chronological tables of Judges from Joshua to Sau', 'f. 73v-89r Psalms (I)', 'f. 89r-101r Psalms (II)', 'f. 101r-105v Psalms (III)', 'f. 106r-109v Psalms (IV)', 'f. 109v-118r Psalms (V)', 'f. 118r-129r Kings', 'f. 129v-130r Chronological tables of the kings of Judah', 'f. 130r-134r Proverbs', 'f. 134r-136v Sirach', 'f. 136v-138r Qohelet', 'f. 138v-140v Song of Songs', 'f. 141r Wisdom of Solomon', 'f. 141r/v Ruth', 'f. 141v-142r Susanna', 'f. 142r-146v Job', 'f. 146v-154v Isaiah', 'f. 154v-163r\xa0The Twelve', 'f. 163r-167v Jeremiah', 'f. 167v-172v Ezekiel', 'f. 172r-176r Daniel', 'f. 176r/v Bel', 'f. 176v Dragon', 'f. 176v-177v Chronological tables of the seventy weeks and of the story from Nebuchadnezzar to Vespasian', 'f. 178r-200v Matthew', 'f. 200v-205r Mark', 'f. 205r-218v Luke', 'f. 218v-225v John', 'f. 225v-232r Acts', 'f. 232r-233r James', 'f. 233r-233v 1 Peter', 'f. 233v-234r 1 John', 'f. 234r-237r Romans', 'f. 237v-241r 1 Corinthians', 'f. 241r-242v 2 Corinthians', 'f. 242v-243v Galatians', 'f. 243v-244v Ephesians', 'f. 244v-245r Philippians', 'f. 245r-245v Colossians', 'f. 245v-246r 1 Thessalonians', 'f. 246r 2 Thessalonians', 'f. 246r-247r\xa01 Timothy', 'f. 247r-v 2 Timothy', 'f. 248r Titus', 'f. 248r Philemon', 'f. 248r-249v Hebrews']"
436,Biblioteca Medicea Laurenziana: Orientali 246,Syriac,Unknown,"['Anonymous,\xa0Syriac Grammar']"
437,Biblioteca Medicea Laurenziana: Orientali 254,Syriac,"1,579 CE",['Ecclesiasticus (Peshitta version found in London Polyglot)']
438,Biblioteca Medicea Laurenziana: Orientali 27,"Arabic, Syriac",Unknown,"[""Ignatius Na'amatallah, Astronomical Tables""]"
439,Biblioteca Medicea Laurenziana: Orientali 28a,"Garshuni, Syriac","1,592 CE","['Syriac-Arabic Lexicon, Part 1']"
440,Biblioteca Medicea Laurenziana: Orientali 28b,"Garshuni, Syriac","1,592 CE","['Syriac-Arabic Lexicon, Part 2']"
441,Biblioteca Medicea Laurenziana: Orientali 28c,"Garshuni, Syriac","1,592 CE","['Syriac-Arabic Lexicon, Part 3']"
442,Biblioteca Medicea Laurenziana: Orientali 297,Syriac,"1,357 CE","['Gregory bar Hebraeus, Book of Directions, (or the summary of Ecclesiastical canons)']"
443,Biblioteca Medicea Laurenziana: Orientali 298,Syriac,"1,488 CE","[""Syriac Sermons\nSt. Ephrem Syrus\nSt. Isaac\nJohn Chrysostom\nIgnatius of Antioch\nGregory Thaumatugos\nDionysius bar Ṣalibi\nSeverus of Antioch\nRabbula of Edessa\nSt. John\nJacob of Edessa\nJohn bar Ma'dani"", 'St. Ephrem Syrus', 'St. Isaac', 'John Chrysostom', 'Ignatius of Antioch', 'Gregory Thaumatugos', 'Dionysius bar Ṣalibi', 'Severus of Antioch', 'Rabbula of Edessa', 'St. John', 'Jacob of Edessa', ""John bar Ma'dani"", 'Gregory bar Hebraeus, Physical Tractate\nOn planets\nOn air\nOn 4-footed animals\nOn birds\nOn fish\nOn earth\nOn minerals\nOn hot water', 'On planets', 'On air', 'On 4-footed animals', 'On birds', 'On fish', 'On earth', 'On minerals', 'On hot water', 'Gregory bar Hebraeus, Grammar']"
444,Biblioteca Medicea Laurenziana: Orientali 3,"Arabic, Syriac","1,635 CE","[""Abū 'l-Hasani Joshua bar-Bahlūl Lexicon Syriacum (Second volume)""]"
445,Biblioteca Medicea Laurenziana: Orientali 308,Syriac,"1,542 CE","['Missal from the church of Antioch (Syriac rite, western)']"
446,Biblioteca Medicea Laurenziana: Orientali 30b,"Garshuni, Syriac",700 CE,"['Assemani 71 (XVI century)\nf. 11v-28v-\xa0Assemani 71: Homilies of Jacob of Sarug (Garshuni)\n\xa0On the angel guarding paradise\nOn the explusion of Adam from Paradise\nOn Adam, whether he was created in a state of mortality or immortality\nOn the Thief on the Right\n\nf. 29r-49r Ephrem Syrus, Ascetical sermon on penitence and contrition', 'f. 11v-28v-\xa0Assemani 71: Homilies of Jacob of Sarug (Garshuni)\n\xa0On the angel guarding paradise\nOn the explusion of Adam from Paradise\nOn Adam, whether he was created in a state of mortality or immortality\nOn the Thief on the Right', 'On the angel guarding paradise', 'On the explusion of Adam from Paradise', 'On Adam, whether he was created in a state of mortality or immortality', 'On the Thief on the Right', 'f. 29r-49r Ephrem Syrus, Ascetical sermon on penitence and contrition', 'Assemani 73 (VIII century)\nThe letters of Severus of Antioch translated into Syriac from Greek by Anastasius of Nisibis (A.D. 669)\nf. 1r To the monks of the great monastery\nf. 2r To Bishop Eleusinius\nf. 3v To Archelaus of Tyre\nf. 4r About Monks and monasteries, to Valeriana the deaconness and abbess\nf. 5r To Iannia the deaconness and abbess\nf. 6v Letter to Simeon, the abbot of the great monastery\nf. 7r Letter to Nonnus, the Bishop of Seleucia\nf. 9r Letter to Victor, the Bishop of Philadelphia\nf. 9v Letter to Stephen, Bishop of Apamea\nf. 10r Letter to the wife of Calliopius, the Patriarch with a diptych', 'The letters of Severus of Antioch translated into Syriac from Greek by Anastasius of Nisibis (A.D. 669)\nf. 1r To the monks of the great monastery\nf. 2r To Bishop Eleusinius\nf. 3v To Archelaus of Tyre\nf. 4r About Monks and monasteries, to Valeriana the deaconness and abbess\nf. 5r To Iannia the deaconness and abbess\nf. 6v Letter to Simeon, the abbot of the great monastery\nf. 7r Letter to Nonnus, the Bishop of Seleucia\nf. 9r Letter to Victor, the Bishop of Philadelphia\nf. 9v Letter to Stephen, Bishop of Apamea\nf. 10r Letter to the wife of Calliopius, the Patriarch with a diptych', 'f. 1r To the monks of the great monastery', 'f. 2r To Bishop Eleusinius', 'f. 3v To Archelaus of Tyre', 'f. 4r About Monks and monasteries, to Valeriana the deaconness and abbess', 'f. 5r To Iannia the deaconness and abbess', 'f. 6v Letter to Simeon, the abbot of the great monastery', 'f. 7r Letter to Nonnus, the Bishop of Seleucia', 'f. 9r Letter to Victor, the Bishop of Philadelphia', 'f. 9v Letter to Stephen, Bishop of Apamea', 'f. 10r Letter to the wife of Calliopius, the Patriarch with a diptych']"
447,Biblioteca Medicea Laurenziana: Orientali 311,Syriac,"1,569 CE","['Maronite Offices for feast days\nDedication of the Church\nNativity of our Lord\nEpiphany\nSecond sunday of Lent\nAnnunciation of the Virgin mother Mary\nSunday of Hosannas\nGood Friday\nThe Ascension of the Lord into Heaven\nPentecost\nGolden Friday (first after Pentecost)\nThe Transfiguration\nHoly Cross\nSt. Thaddaeus the apostle\nSt. George the Martyr', 'Dedication of the Church', 'Nativity of our Lord', 'Epiphany', 'Second sunday of Lent', 'Annunciation of the Virgin mother Mary', 'Sunday of Hosannas', 'Good Friday', 'The Ascension of the Lord into Heaven', 'Pentecost', 'Golden Friday (first after Pentecost)', 'The Transfiguration', 'Holy Cross', 'St. Thaddaeus the apostle', 'St. George the Martyr']"
448,Biblioteca Medicea Laurenziana: Orientali 342,"Arabic, Syriac","1,396 CE","['Gregory bar Hebraeus, Philosophical works']"
449,Biblioteca Medicea Laurenziana: Orientali 344,Syriac,"1,716 CE","['Maronite Missal\xa0\nOrder of oblations\nGeneral rubrics\nAnaphora of St. James\nAnaphora of Simon Peter\nAnaphora of St. John the apostle\nOrder of Ecclesiastical reconciliation\nAnaphora of St. Dionysius the Areopagite\nAnaphora of St. John Maron', 'Order of oblations', 'General rubrics', 'Anaphora of St. James', 'Anaphora of Simon Peter', 'Anaphora of St. John the apostle', 'Order of Ecclesiastical reconciliation', 'Anaphora of St. Dionysius the Areopagite', 'Anaphora of St. John Maron']"
450,Biblioteca Medicea Laurenziana: Orientali 366,Syriac,"1,579 CE","['Bar Hebraeus, Ecclesiastical Chronicle', 'Bar Hebraeus, Syriac Chronicle']"
451,Biblioteca Medicea Laurenziana: Orientali 37,Syriac,"1,612 CE","['Bar Hebraeus, The Cream of Wisdom\nf. 4-32r Isagoge\nf. 32r-57v Categories\nf. 57v-108v Peri Hermeneias\nf. 109r-179v first book of Analytics', 'f. 4-32r Isagoge', 'f. 32r-57v Categories', 'f. 57v-108v Peri Hermeneias', 'f. 109r-179v first book of Analytics']"
452,Biblioteca Medicea Laurenziana: Orientali 4,"Garshuni, Italian, Latin, Syriac","1,610 CE",['New Testament in Syriac with translation into Garshuni']
453,Biblioteca Medicea Laurenziana: Orientali 407a,"Garshuni, Syriac","1,715 CE","['Assemani 50–Maronite Missal\nDaily Liturgy\nSunday Liturgy\nLiturgy of the Blessed Mother\nLiturgy of the Angels\nLiturgy of the Prophets\nLiturgy of the 12 apostles\nLiturgy of the doctors\nLiturgy of the confessors\nLiturgy of the Holy Virgin\nLiturgy for the commemoration of the departed faithful\nLiturgy for departed priests\nLiturgy for the commemoration of departed monks\nLiturgy for the feast of the incarnation\nLiturgy for the Annunciation of Zechariah\nLiturgy for the Annunciation of the mother\nLiturgy for the feast fo the visitation of the mother\nLiturgy of the nativity of St. John the Baptist\nLiturgy for the Nativity of the Lord\nLiturgy for the forty-day fast\nLiturgy for the Great Sunday of the Resurrection', 'Daily Liturgy', 'Sunday Liturgy', 'Liturgy of the Blessed Mother', 'Liturgy of the Angels', 'Liturgy of the Prophets', 'Liturgy of the 12 apostles', 'Liturgy of the doctors', 'Liturgy of the confessors', 'Liturgy of the Holy Virgin', 'Liturgy for the commemoration of the departed faithful', 'Liturgy for departed priests', 'Liturgy for the commemoration of departed monks', 'Liturgy for the feast of the incarnation', 'Liturgy for the Annunciation of Zechariah', 'Liturgy for the Annunciation of the mother', 'Liturgy for the feast fo the visitation of the mother', 'Liturgy of the nativity of St. John the Baptist', 'Liturgy for the Nativity of the Lord', 'Liturgy for the forty-day fast', 'Liturgy for the Great Sunday of the Resurrection', 'Assemani 51\nLiturgy of the Lamps with the rite of the administration of oil to the sick', 'Liturgy of the Lamps with the rite of the administration of oil to the sick']"
454,Biblioteca Medicea Laurenziana: Orientali 407b,"Garshuni, Syriac","1,715 CE","['Assemani 50–Maronite Missal\nDaily Liturgy\nSunday Liturgy\nLiturgy of the Blessed Mother\nLiturgy of the Angels\nLiturgy of the Prophets\nLiturgy of the 12 apostles\nLiturgy of the doctors\nLiturgy of the confessors\nLiturgy of the Holy Virgin\nLiturgy for the commemoration of the departed faithful\nLiturgy for departed priests\nLiturgy for the commemoration of departed monks\nLiturgy for the feast of the incarnation\nLiturgy for the Annunciation of Zechariah\nLiturgy for the Annunciation of the mother\nLiturgy for the feast fo the visitation of the mother\nLiturgy of the nativity of St. John the Baptist\nLiturgy for the Nativity of the Lord\nLiturgy for the forty-day fast\nLiturgy for the Great Sunday of the Resurrection', 'Daily Liturgy', 'Sunday Liturgy', 'Liturgy of the Blessed Mother', 'Liturgy of the Angels', 'Liturgy of the Prophets', 'Liturgy of the 12 apostles', 'Liturgy of the doctors', 'Liturgy of the confessors', 'Liturgy of the Holy Virgin', 'Liturgy for the commemoration of the departed faithful', 'Liturgy for departed priests', 'Liturgy for the commemoration of departed monks', 'Liturgy for the feast of the incarnation', 'Liturgy for the Annunciation of Zechariah', 'Liturgy for the Annunciation of the mother', 'Liturgy for the feast fo the visitation of the mother', 'Liturgy of the nativity of St. John the Baptist', 'Liturgy for the Nativity of the Lord', 'Liturgy for the forty-day fast', 'Liturgy for the Great Sunday of the Resurrection', 'Assemani 51\nLiturgy of the Lamps with the rite of the administration of oil to the sick', 'Liturgy of the Lamps with the rite of the administration of oil to the sick']"
455,Biblioteca Medicea Laurenziana: Orientali 409a,"Arabic, Syriac","1,656 CE","['Assemani 46\nGeorgio Amirae, Maronite Patriarch of Antioch\nCalendar for the Ecclesiastical year\nRules for finding Pascha\n\nAnanias Xenaia, song about himself', 'Georgio Amirae, Maronite Patriarch of Antioch\nCalendar for the Ecclesiastical year\nRules for finding Pascha', 'Calendar for the Ecclesiastical year', 'Rules for finding Pascha', 'Ananias Xenaia, song about himself', 'Assemani 47\nMaronite Missal\nAnaphora of John the Evangelist', 'Maronite Missal', 'Anaphora of John the Evangelist', 'Assemani 48\nJacobite Ecclesiastical calendar\nJohn Chrysostom, Exposition on Psalm 6\nDionysius bar\xa0Ṣalibi, Commentary on Luke\nJacob of Sarug, Memra on Constantine the Faithful Emperor', 'Jacobite Ecclesiastical calendar', 'John Chrysostom, Exposition on Psalm 6', 'Dionysius bar\xa0Ṣalibi, Commentary on Luke', 'Jacob of Sarug, Memra on Constantine the Faithful Emperor']"
456,Biblioteca Medicea Laurenziana: Orientali 409b,"Arabic, Syriac","1,656 CE","['Assemani 46\nGeorgio Amirae, Maronite Patriarch of Antioch\nCalendar for the Ecclesiastical year\nRules for finding Pascha\n\nAnanias Xenaia, song about himself', 'Georgio Amirae, Maronite Patriarch of Antioch\nCalendar for the Ecclesiastical year\nRules for finding Pascha', 'Calendar for the Ecclesiastical year', 'Rules for finding Pascha', 'Ananias Xenaia, song about himself', 'Assemani 47\nMaronite Missal\nAnaphora of John the Evangelist', 'Maronite Missal', 'Anaphora of John the Evangelist', 'Assemani 48\nJacobite Ecclesiastical calendar\nJohn Chrysostom, Exposition on Psalm 6\nDionysius bar\xa0Ṣalibi, Commentary on Luke\nJacob of Sarug, Memra on Constantine the Faithful Emperor', 'Jacobite Ecclesiastical calendar', 'John Chrysostom, Exposition on Psalm 6', 'Dionysius bar\xa0Ṣalibi, Commentary on Luke', 'Jacob of Sarug, Memra on Constantine the Faithful Emperor']"
457,Biblioteca Medicea Laurenziana: Orientali 409c,"Arabic, Syriac","1,656 CE","['Assemani 46\nGeorgio Amirae, Maronite Patriarch of Antioch\nCalendar for the Ecclesiastical year\nRules for finding Pascha\n\nAnanias Xenaia, song about himself', 'Georgio Amirae, Maronite Patriarch of Antioch\nCalendar for the Ecclesiastical year\nRules for finding Pascha', 'Calendar for the Ecclesiastical year', 'Rules for finding Pascha', 'Ananias Xenaia, song about himself', 'Assemani 47\nMaronite Missal\nAnaphora of John the Evangelist', 'Maronite Missal', 'Anaphora of John the Evangelist', 'Assemani 48\nJacobite Ecclesiastical calendar\nJohn Chrysostom, Exposition on Psalm 6\nDionysius bar\xa0Ṣalibi, Commentary on Luke\nJacob of Sarug, Memra on Constantine the Faithful Emperor', 'Jacobite Ecclesiastical calendar', 'John Chrysostom, Exposition on Psalm 6', 'Dionysius bar\xa0Ṣalibi, Commentary on Luke', 'Jacob of Sarug, Memra on Constantine the Faithful Emperor']"
458,Biblioteca Medicea Laurenziana: Orientali 426,"Garshuni, Syriac","1,545 CE","['Jacob of Sarug, Epistle to Samuel, the Abbot of the Monastery of St. Isaac, on the Trinity and the Incarnation of the Word', 'Syriac sermons against unleavened bread', 'Disputation on the religion of Christianity and the the Muhammadan sect', 'Aristotle, Philosophy, Thrid book on the soul', 'Life of the holy Terbo', 'Processional rites']"
459,Biblioteca Medicea Laurenziana: Orientali 436,"Garshuni, Syriac","1,547 CE","['Maronite Daily Office', 'Maronite: Anaphora of the Twelve Apostles', 'Index of the Psalms of David, King and Prophet', 'Ecclesiastical Calendar']"
460,Biblioteca Medicea Laurenziana: Orientali 437,Syriac,Unknown,"['Rite of Baptism (Syrian Orthodox)', 'Shorter Baptismal rite of Philoxenus of Mabbug']"
461,Biblioteca Medicea Laurenziana: Orientali 439,"Garshuni, Syriac",Unknown,['Maronite Sunday Office']
462,Biblioteca Medicea Laurenziana: Orientali 441,Syriac,"1,586 CE","['Eudochius of Melitene, Syriac Vocabulary and Tractate on homonymns']"
463,Biblioteca Medicea Laurenziana: Orientali 47,Syriac,"1,600 CE","['f. Iv-IIr Eusebius of Cesarea, Epistle to Carpianus, I', 'f. 1v-2r\xa0Eusebius of Cesarea, Genealogy of Christ I', 'f. 2v\xa0Eusebius of Cesarea, Genealogy of Christ II', 'f. 3v-4v\xa0Eusebius of Cesarea, Epistle to Carpianus II', 'f. 5v-14v Eusebian Canons', 'f. 15r-16r The doctrine which the blessed Theophilus, the virtuous child, received, which was written before the acts of the apostles']"
464,Biblioteca Medicea Laurenziana: Orientali 58,Syriac,600 CE,"['Old Testament translated into Syriac from Greek\nGenesis\nExodus\nLeviticus\nNumbers\nDeuteronomy\nJoshua\nJudges\n1-2 Kings\n1-2 Chronicles\nPsalms\nIsaiah,\nJeremiah\nEzekiel\nThe Twelve\nDaniel', 'Genesis', 'Exodus', 'Leviticus', 'Numbers', 'Deuteronomy', 'Joshua', 'Judges', '1-2 Kings', '1-2 Chronicles', 'Psalms', 'Isaiah,', 'Jeremiah', 'Ezekiel', 'The Twelve', 'Daniel']"
465,Biblioteca Medicea Laurenziana: Orientali 6,Syriac,"1,612 CE","[""Bar Hebraeus ['Ebroyo], the Cream of Wisdom (ܟܬܒܐ ܕܚܘܬ ܚܟܡܬܐ) – Third Book""]"
466,Biblioteca Medicea Laurenziana: Orientali 68,Syriac,"1,696 CE","['Daily Office (Syriac Rite, Western)']"
467,Biblioteca Medicea Laurenziana: Orientali 69,Syriac,"1,340 CE","['Bar Hebraeus, The Cream of Wisdom\nIsagoge\nCategories\nPerihermenias\nAnalytics, Book 1\nAnalytics, Book 2\nDialectics\nThe Sophstical book\nBook of Rhetoric\nbook of Poetics', 'Isagoge', 'Categories', 'Perihermenias', 'Analytics, Book 1', 'Analytics, Book 2', 'Dialectics', 'The Sophstical book', 'Book of Rhetoric', 'book of Poetics']"
468,Biblioteca Medicea Laurenziana: Orientali 71,Syriac,"1,340 CE","['Offices for feast days', 'Jacob of Sarug, hymns', 'Ephrem Syrus, hymn 49, on the saints and the departed', 'Order of the blessing of the waters', 'Order of the blessing\xa0of the oil', 'Order of the entrance', 'Order of the washing of the feet', 'Order of the commemoration of the cross', 'Order of forgiveness and pardon', 'Order of the mass and rubrics', 'Order of the reception of heretics and apostates', 'Order of confession', 'Order of the reception of public sinners', 'Prayers and absolutions for all general sins', 'Prayers and benedictions']"
469,Biblioteca Medicea Laurenziana: Orientali 8,Syriac,"1,612 CE","[""Bar Hebraeus ['Ebroyo], the Cream of Wisdom (ܟܬܒܐ ܕܚܘܬ ܚܟܡܬܐ) – Fourth Book""]"
470,Biblioteca Medicea Laurenziana: Orientali 83,Syriac,"1,340 CE","['On physical hearing', 'On heaven and the earth', 'On meteors', 'On generation and corruption', 'On fossils', 'On plants', 'On animals', 'On the soul', 'Tract 1\nOn the origin and authors of philosophy\nOn theology or metaphysics', 'On the origin and authors of philosophy', 'On theology or metaphysics', 'Tract 2\nOn Ethnicities\nOn Economics\nOn politics', 'On Ethnicities', 'On Economics', 'On politics']"
471,Biblioteca Medicea Laurenziana: Orientali 86,"Arabic, Latin, Syriac","1,278 CE","['Avicenna,\xa0Liber indicationum et prognosticorum (Translated by bar Hebraeus)']"
472,Biblioteca Medicea Laurenziana: Plutei 1.56,Syriac,586 CE,"['Rabbula Gospels\nf. 20r-93v Matthew\nf. 93v-143r Mark\nf. 143v-227r Luke\nf. 227r-291v John\nf. 292r/v colophon', 'f. 20r-93v Matthew', 'f. 93v-143r Mark', 'f. 143v-227r Luke', 'f. 227r-291v John', 'f. 292r/v colophon']"
